Country,City,AccentCity,Population,Latitude,Longitude
in,bhilai,Bhilai,625203.0,21.216667,81.43333299999998
in,bhilwara,Bhilwara,326454.0,25.35,74.633333
in,bhiwandi,Bhiwandi,707090.0,19.3,73.06666700000002
in,bhopal,Bhopal,1600080.0,23.266667,77.4
in,bhubaneswar,Bhubaneswar,762307.0,20.233333,85.833333
in,bikaner,Bikaner,576056.0,28.016667,73.3
in,bokaro,Bokaro,418578.0,23.783333,85.966667
in,bombay,Bombay,12692717.0,18.975,72.82583299999997
in,brahmapur,Brahmapur,324753.0,19.316667,84.783333
in,calcutta,Calcutta,4631819.0,22.569722,88.369722
in,chandigarh,Chandigarh,914374.0,30.7343,76.7933
in,chandrapur,Chandrapur,328377.0,19.95,79.3
in,dehra dun,Dehra Dun,522135.0,30.316667,78.033333
in,delhi,Delhi,10928270.0,28.666667,77.216667
in,dhule,Dhule,367010.0,20.9,74.783333
in,durgapur,Durgapur,518922.0,23.483333,87.31666700000002
in,faridabad,Faridabad,1280909.0,28.433333,77.31666700000002
in,firozabad,Firozabad,306439.0,27.15,78.416667
in,gaya,Gaya,423737.0,24.783333,85.0
in,ghaziabad,Ghaziabad,1199306.0,28.666667,77.43333299999998
in,gorakhpur,Gorakhpur,674312.0,26.755,83.373889
in,gulbarga,Gulbarga,483655.0,17.333333,76.833333
in,guntur,Guntur,530636.0,16.3,80.45
in,guwahati,Guwahati,899132.0,26.183333,91.733333
in,gwalior,Gwalior,882551.0,26.223611,78.179167
in,haora,Haora,1027771.0,22.589167,88.310278
in,hubli,Hubli,840285.0,15.35,75.166667
in,indore,Indore,1837230.0,22.716667,75.833333
in,jabalpur,Jabalpur,1030276.0,23.166667,79.95
in,jaipur,Jaipur,2711937.0,26.916667,75.81666700000002
in,jalandhar,Jalandhar,785234.0,31.325556,75.579167
in,jammu,Jammu,465600.0,32.733333,74.866667
in,jamnagar,Jamnagar,492087.0,22.466667,70.06666700000001
in,jamshedpur,Jamshedpur,616404.0,22.8,86.18333299999998
in,jhansi,Jhansi,412968.0,25.433333,78.583333
in,jodhpur,Jodhpur,921540.0,26.286667,73.03
in,kalyan,Kalyan,1262355.0,19.25,73.15
in,kamarhati,Kamarhati,332997.0,22.671111,88.37472199999998
in,kanpur,Kanpur,2823523.0,26.466667,80.35
in,kochi,Kochi,604751.0,9.966667,76.233333
in,kolhapur,Kolhapur,516184.0,16.7,74.216667
in,kollam,Kollam,394198.0,8.880556,76.591667
in,korba,Korba,419326.0,22.35,82.68333299999998
in,kota,Kota,763141.0,25.183333,75.833333
in,kulti,Kulti,305434.0,23.733333,86.85
in,lakhnau,Lakhnau,2472250.0,26.85,80.916667
in,latur,Latur,348994.0,18.4,76.583333
in,ludhiana,Ludhiana,1545476.0,30.9,75.85
in,madras,Madras,4328416.0,13.083333,80.283333
in,madurai,Madurai,909988.0,9.933333,78.116667
in,maisuru,Maisuru,868385.0,12.307222,76.649722
in,malegaon,Malegaon,435397.0,20.55,74.533333
in,mangaluru,Mangaluru,417423.0,12.863889,74.835278
in,mathura,Mathura,330543.0,27.5,77.68333299999998
in,moradabad,Moradabad,721210.0,28.833333000000003,78.783333
in,muzaffarnagar,Muzaffarnagar,349741.0,29.466667,77.68333299999998
in,muzaffarpur,Muzaffarpur,333235.0,26.116667,85.4
in,nagpur,Nagpur,2228191.0,21.15,79.1
in,nanded,Nanded,485150.0,19.15,77.333333
in,new delhi,New Delhi,10928270.0,28.6,77.2
in,nizamabad,Nizamabad,305472.0,18.666667,78.116667
in,panihati,Panihati,378741.0,22.694167,88.374444
in,patiala,Patiala,329248.0,30.326667,76.400278
in,patna,Patna,1600085.0,25.6,85.116667
in,pimpri,Pimpri,1284702.0,18.616667,73.8
in,pune,Pune,2935968.0,18.533333,73.866667
in,raipur,Raipur,680066.0,21.233333,81.633333
in,rajamahendri,Rajamahendri,304838.0,16.983333,81.783333
in,rajkot,Rajkot,1177434.0,22.3,70.783333
in,rajpur,Rajpur,444549.0,22.4125,88.418056
in,ranchi,Ranchi,945079.0,23.35,85.333333
in,rohtak,Rohtak,317266.0,28.9,76.56666700000002
in,saharanpur,Saharanpur,484921.0,29.966667,77.55
in,selam,Selam,778462.0,11.65,78.166667
in,shahjahanpur,Shahjahanpur,320466.0,27.883333,79.916667
in,shiliguri,Shiliguri,515623.0,26.716111,88.423611
in,shimoga,Shimoga,319577.0,13.922222,75.573611
in,sholapur,Sholapur,997358.0,17.683332999999994,75.916667
in,srinagar,Srinagar,975926.0,34.092222,74.802222
in,surat,Surat,2894675.0,20.966667,72.9
in,thana,Thana,1486453.0,19.2,72.966667
in,thiruvananthapuram,Thiruvananthapuram,784223.0,8.506944,76.956944
in,thrissur,Thrissur,325140.0,10.516667,76.216667
in,tiruchchirappalli,Tiruchchirappalli,775551.0,10.805,78.685556
in,tirunelveli,Tirunelveli,435882.0,8.733333,77.7
in,tiruppur,Tiruppur,397554.0,11.1,77.35
in,tumkur,Tumkur,307384.0,13.342222,77.101667
in,ujjain,Ujjain,457395.0,23.183333,75.766667
in,ulhasnagar,Ulhasnagar,516625.0,19.216667,73.15
in,vadodara,Vadodara,1409565.0,22.3,73.2
in,varanasi,Varanasi,1164520.0,25.333333,83.0
in,vijayawada,Vijayawada,874684.0,16.516667,80.616667
in,visakhapatnam,Visakhapatnam,1063293.0,17.7,83.3
in,warangal,Warangal,557864.0,18.0,79.583333
iq,baghdad,Baghdad,5672516.0,33.3386111,44.39388889999999
iq,irbil,Irbil,932854.0,36.19,44.0088889
iq,kirkuk,Kirkuk,601442.0,35.46805560000001,44.3922222
ir,abadan,Abadan,370220.0,30.3392,48.3043
ir,ahvaz,Ahvaz,854980.0,31.3203,48.6693
ir,arak,Arak,503673.0,34.091741,49.689164
ir,ardabil,Ardabil,410773.0,38.2498,48.2933
ir,esfahan,Esfahan,1547241.0,32.657218,51.677608
ir,eslamshahr,Eslamshahr,318855.0,35.5605,51.2346
ir,hamadan,Hamadan,514134.0,34.799215999999994,48.514556
ir,karaj,Karaj,1448996.0,35.8355,51.0103
ir,kashan,Kashan,301107.0,33.9888,51.4773
ir,kerman,Kerman,577547.0,30.283209000000006,57.07879000000001
ir,kermanshah,Kermanshah,766742.0,34.314167,47.065
ir,khorramabad,Khorramabad,329847.0,33.48777800000001,48.355833
ir,khorramshahr,Khorramshahr,331254.0,30.4397,48.1664
ir,mashhad,Mashhad,2307254.0,36.297,59.6062
ir,orumiyeh,Orumiyeh,602443.0,37.5553,45.0724
ir,qazvin,Qazvin,333652.0,36.2797,50.0049
ir,qom,Qom,1011103.0,34.6401,50.8764
ir,rasht,Rasht,594619.0,37.280769,49.58319
ir,sanandaj,Sanandaj,349200.0,35.3144,46.9923
ir,shiraz,Shiraz,1249972.0,29.6036,52.5388
ir,tabriz,Tabriz,1424701.0,38.08,46.2919
ir,yazd,Yazd,477926.0,31.897222,54.3675
ir,zanjan,Zanjan,357489.0,36.6736,48.4787
it,bari,Bari,303049.0,41.133333,16.85
it,bologna,Bologna,367168.0,44.483333,11.333333
it,catania,Catania,307331.0,37.5,15.1
it,florence,Florence,347194.0,43.766667,11.25
it,genoa,Genoa,585815.0,44.416667,8.95
it,milan,Milan,1156903.0,45.466667,9.2
it,naples,Naples,981284.0,40.833333,14.25
it,palermo,Palermo,669582.0,38.116667,13.366667
it,rome,Rome,2643736.0,41.9,12.483333
it,turin,Turin,846489.0,45.05,7.666666999999999
jm,kingston,Kingston,583999.0,18.0,-76.8
jp,akita,Akita,320071.0,39.716667,140.116667
jp,amagasaki,Amagasaki,442176.0,34.716667,135.416667
jp,asahikawa,Asahikawa,356615.0,43.767778,142.370278
jp,fujisawa,Fujisawa,394630.0,35.341944,139.47
jp,fukuyama,Fukuyama,383302.0,34.483333,133.366667
jp,funabashi,Funabashi,560754.0,35.693056,139.98333300000002
jp,hachioji,Hachioji,579402.0,35.655833,139.32388899999998
jp,hamamatsu,Hamamatsu,605105.0,34.7,137.73333300000002
jp,himeji,Himeji,481496.0,34.816666999999995,134.7
jp,hirakata,Hirakata,406335.0,34.8,135.633333
jp,hiroshima,Hiroshima,1143850.0,34.434844,132.740622
jp,ichikawa,Ichikawa,458249.0,35.719722,139.924722
jp,iwaki,Iwaki,357313.0,37.05,140.883333
jp,kashiwa,Kashiwa,340228.0,35.854444,139.968889
jp,kawagoe,Kawagoe,337937.0,35.908611,139.485278
jp,kawaguchi,Kawaguchi,468574.0,35.805,139.72055600000002
jp,kawasaki,Kawasaki,1306804.0,35.520556,139.717222
jp,kitakyushu,Kitakyushu,997545.0,33.833333,130.833333
jp,kobe,Kobe,1528487.0,34.691303999999995,135.182995
jp,koriyama,Koriyama,340563.0,37.4,140.383333
jp,koshigaya,Koshigaya,317443.0,35.883333,139.783333
jp,kurashiki,Kurashiki,437585.0,34.583333,133.76666699999998
jp,machida,Machida,399971.0,35.540278,139.45083300000002
jp,matsudo,Matsudo,470287.0,35.783333,139.9
jp,nagoya,Nagoya,2191291.0,35.180198,136.906739
jp,niigata,Niigata,505276.0,37.902222,139.02361100000002
jp,nishinomiya,Nishinomiya,468929.0,34.716667,135.333333
jp,okazaki,Okazaki,352364.0,34.916667,137.15
jp,sagamihara,Sagamihara,648811.0,35.553056,139.354444
jp,saitama,Saitama,1077730.0,35.89553400000001,139.67747
jp,sakai,Sakai,782347.0,34.583333,135.466667
jp,suita,Suita,351634.0,34.75,135.533333
jp,takatsuki,Takatsuki,354472.0,34.85,135.616667
jp,tokorozawa,Tokorozawa,339441.0,35.786389,139.467778
jp,tokyo,Tokyo,31480498.0,35.685,139.751389
jp,toyohashi,Toyohashi,378377.0,34.766667,137.383333
jp,toyonaka,Toyonaka,384463.0,34.783333,135.466667
jp,toyota,Toyota,362386.0,35.083333,137.15
jp,yokosuka,Yokosuka,428999.0,35.283611,139.667222
ke,mombasa,Mombasa,799727.0,-4.05,39.6666667
ke,nairobi,Nairobi,2750561.0,-1.2833333,36.8166667
kh,phnum penh,Phnum Pénh,1573523.0,11.55,104.9166667
kr,seoul,Seoul,10323448.0,37.5985,126.9783
kz,almaty,Almaty,1204820.0,43.25,76.95
kz,astana,Astana,345621.0,51.181111,71.427778
kz,oskemen,Öskemen,319082.0,49.978889,82.61027800000002
kz,pavlodar,Pavlodar,329014.0,52.3,76.95
kz,shymkent,Shymkent,414059.0,42.3,69.6
kz,taraz,Taraz,358167.0,42.9,71.366667
lb,bayrut,Bayrut,1252010.0,33.8719444,35.5097222
lb,beirut,Beirut,1252010.0,33.8719444,35.5097222
lk,colombo,Colombo,648119.0,6.9319444,79.84777779999997
lr,monrovia,Monrovia,935427.0,6.3105556,-10.8047222
lt,kaunas,Kaunas,374655.0,54.9,23.9
lt,vilnius,Vilnius,542381.0,54.6833333,25.3166667
lv,riga,Riga,742570.0,56.95,24.1
ly,benghazi,Benghazi,650629.0,32.1166667,20.0666667
ly,misratah,Misratah,386120.0,32.3783333,15.090555599999998
ly,tripoli,Tripoli,1150990.0,32.8925,13.18
ma,agadir,Agadir,656110.0,30.420664,-9.593161
ma,asfi,Asfi,328883.0,32.299392,-9.237181
ma,casablanca,Casablanca,3609698.0,33.592779,-7.619157
ma,fez,Fez,1160239.0,34.037151,-4.999797
ma,kenitra,Kenitra,420534.0,34.261008000000004,-6.580203
ma,marrakesh,Marrakesh,942631.0,31.631485,-8.008281
ma,rabat,Rabat,1894386.0,34.013784,-6.844268
ma,tangier,Tangier,825316.0,35.780576,-5.813646
ma,tetouan,Tétouan,365355.0,35.571091,-5.372424
md,chisinau,Chisinau,713805.0,47.005556,28.8575
mg,antananarivo,Antananarivo,1391506.0,-18.9166667,47.5166667
mk,skopje,Skopje,474887.0,42.0,21.4333333
ml,bamako,Bamako,1297390.0,12.65,-8.0
mm,mandalay,Mandalay,1208227.0,22.0,96.0833333
mm,mawlamyine,Mawlamyine,438907.0,16.4913889,97.6255556
mm,rangoon,Rangoon,4477782.0,16.783333300000002,96.1666667
mn,ulaanbaatar,Ulaanbaatar,844786.0,47.9166667,106.9166667
mr,nouakchott,Nouakchott,709835.0,18.0863889,-15.975277800000002
mw,blantyre,Blantyre,584870.0,-15.7833333,35.0
mw,lilongwe,Lilongwe,646738.0,-13.983333300000002,33.783333299999995
mx,acapulco,Acapulco,652160.0,16.85,-99.916667
mx,aguascalientes,Aguascalientes,658193.0,21.883333,-102.3
mx,apodaca,Apodaca,352246.0,25.766667,-100.2
mx,cancun,Cancún,542156.0,21.166667,-86.833333
mx,celaya,Celaya,305913.0,20.516667,-100.816667
mx,chihuahua,Chihuahua,708292.0,28.633333,-106.083333
mx,chimalhuacan,Chimalhuacán,590165.0,19.416667,-98.9
mx,coacalco,Coacalco,313419.0,19.631667,-99.110278
mx,cuautitlan izcalli,Cuautitlán Izcalli,475199.0,19.646944,-99.246667
mx,cuernavaca,Cuernavaca,343785.0,18.916667,-99.25
mx,culiacan,Culiacán,582489.0,24.799444,-107.389722
mx,durango,Durango,457154.0,24.033333,-104.666667
mx,ecatepec,Ecatepec,1806297.0,19.601111,-99.0525
mx,general escobedo,General Escobedo,308284.0,25.816667,-100.333333
mx,guadalajara,Guadalajara,1640649.0,20.666667,-103.333333
mx,guadalupe,Guadalupe,724949.0,25.683333,-100.25
mx,hermosillo,Hermosillo,595833.0,29.066667,-110.966667
mx,irapuato,Irapuato,339568.0,20.683333,-101.35
mx,ixtapaluca,Ixtapaluca,351015.0,19.316667,-98.883333
mx,juarez,Juarez,1403025.0,31.733333,-106.483333
mx,leon,León,1114662.0,21.116667,-101.666667
mx,lopez mateos,López Mateos,521056.0,19.558333,-99.261389
mx,matamoros,Matamoros,435159.0,25.883333,-97.5
mx,mazatlan,Mazatlán,354730.0,23.216667,-106.416667
mx,merida,Mérida,717196.0,20.966667,-89.616667
mx,mexicali,Mexicali,597124.0,32.651944,-115.468333
mx,mexico,Mexico,8720916.0,19.434167,-99.138611
mx,monterrey,Monterrey,1122912.0,25.666667,-100.316667
mx,morelia,Morelia,592820.0,19.7,-101.116667
mx,naucalpan,Naucalpan,846222.0,19.479444,-99.238333
mx,nezahualcoyotl,Nezahualcóyotl,1232565.0,19.413611,-99.033056
mx,nuevo laredo,Nuevo Laredo,349562.0,27.5,-99.516667
mx,pachuca,Pachuca,319593.0,20.116667,-98.733333
mx,puebla,Puebla,1392137.0,19.05,-98.2
mx,queretaro,Querétaro,611803.0,20.6,-100.383333
mx,reynosa,Reynosa,498670.0,26.083333,-98.283333
mx,saltillo,Saltillo,621270.0,25.416667,-101.0
mx,san luis potosi,San Luis Potosí,677726.0,22.15,-100.983333
mx,san nicolas de los garza,San Nicolás de los Garza,507837.0,25.75,-100.3
mx,tampico,Tampico,309015.0,22.216667,-97.85
mx,tijuana,Tijuana,1376494.0,32.533333,-117.016667
mx,tlalnepantla,Tlalnepantla,715798.0,19.526944,-99.221667
mx,tlaquepaque,Tlaquepaque,493667.0,20.65,-103.316667
mx,toluca,Toluca,505903.0,19.288333,-99.667222
mx,tonala,Tonalá,401616.0,20.616667,-103.233333
mx,torreon,Torreón,524084.0,25.55,-103.433333
mx,tuxtla gutierrez,Tuxtla Gutiérrez,481143.0,16.75,-93.116667
mx,veracruz,Veracruz,568336.0,19.2,-96.133333
mx,villahermosa,Villahermosa,362416.0,17.983333,-92.916667
mx,xalapa,Xalapa,425166.0,19.533333,-96.916667
mx,xico,Xico,365793.0,19.266667,-98.933333
mx,zapopan,Zapopan,987555.0,20.716667,-103.4
my,ipoh,Ipoh,673346.0,4.5841,101.0829
my,johor bahru,Johor Bahru,802525.0,1.4655,103.7578
my,klang,Klang,879887.0,3.0333330000000003,101.45
my,kota kinabalu,Kota Kinabalu,457375.0,5.9749,116.0724
my,kuala lumpur,Kuala Lumpur,1453978.0,3.166667,101.7
my,kuantan,Kuantan,366253.0,3.8077,103.326
my,kuching,Kuching,570579.0,1.55,110.333333
my,petaling jaya,Petaling Jaya,520712.0,3.083333,101.65
my,sandakan,Sandakan,392332.0,5.8402,118.1179
my,seremban,Seremban,372931.0,2.7297,101.9381
my,shah alam,Shah Alam,481670.0,3.083333,101.533333
my,tawau,Tawau,306497.0,4.2498,117.8871
mz,beira,Beira,530706.0,-19.8436111,34.83888889999999
mz,maputo,Maputo,1191613.0,-25.965277800000006,32.5891667
mz,matola,Matola,543907.0,-25.9622222,32.4588889
mz,nampula,Nampula,388526.0,-15.119722199999998,39.2647222
ne,niamey,Niamey,774245.0,13.516666699999998,2.1166667
ng,aba,Aba,897613.0,5.106576,7.366667
ng,abeokuta,Abeokuta,593140.0,7.15,3.35
ng,akure,Akure,420623.0,7.252560000000001,5.193118
ng,bauchi,Bauchi,316173.0,10.313441,9.843273
ng,benin,Bénin,1125126.0,6.335045,5.627492
ng,calabar,Calabar,461832.0,4.9517,8.322000000000001
ng,enugu,Enugu,653436.0,6.4402,7.4943
ng,ibadan,Ibadan,3565810.0,7.387778,3.896389
ng,ife,Ife,372191.0,7.466667,4.566667
ng,ikorodu,Ikorodu,313468.0,6.615483,3.5086730000000004
ng,ilorin,Ilorin,814246.0,8.5,4.55
ng,iseyin,Iseyin,340707.0,7.966667,3.6
ng,jos,Jos,816876.0,9.916667,8.9
ng,kaduna,Kaduna,1582211.0,10.522239,7.438280000000002
ng,kano,Kano,3626204.0,11.994354,8.513807
ng,katsina,Katsina,432179.0,12.989428,7.600627999999999
ng,lagos,Lagos,8789133.0,6.453056,3.395833
ng,maiduguri,Maiduguri,1112511.0,11.846441,13.160274
ng,ogbomosho,Ogbomosho,861303.0,8.133333,4.266667
ng,onitsha,Onitsha,561106.0,6.14543,6.788452
ng,oshogbo,Oshogbo,499444.0,7.766667,4.566667
ng,oyo,Oyo,736113.0,7.85,3.933333
ng,port harcourt,Port Harcourt,1148753.0,4.7774230000000015,7.013404
ng,sokoto,Sokoto,563899.0,13.048025,5.214285
ng,warri,Warri,536068.0,5.516667,5.75
ng,zaria,Zaria,975228.0,11.113236,7.7251759999999985
ni,managua,Managua,1140499.0,12.150833300000002,-86.2683333
nl,amsterdam,Amsterdam,745811.0,52.35,4.916667
nl,rotterdam,Rotterdam,603851.0,51.916667,4.5
nl,the hague,The Hague,476587.0,52.083333,4.3
no,oslo,Oslo,808690.0,59.916667,10.75
np,kathmandu,Kathmandu,790612.0,27.7166667,85.3166667
nz,auckland,Auckland,417910.0,-36.866667,174.76666699999996
nz,christchurch,Christchurch,363925.0,-43.533333,172.633333
pa,panama,Panamá,408188.0,8.9666667,-79.5333333
pa,san miguelito,San Miguelito,321516.0,9.0333333,-79.5
pe,arequipa,Arequipa,844000.0,-16.3988889,-71.535
pe,chiclayo,Chiclayo,582597.0,-6.773611099999999,-79.8416667
pe,chimbote,Chimbote,320119.0,-9.0833333,-78.6
pe,cusco,Cusco,313210.0,-13.518333300000002,-71.9780556
pe,huancayo,Huancayo,380098.0,-12.0666667,-75.2333333
pe,iquitos,Iquitos,439114.0,-3.7480556,-73.24722220000002
pe,lima,Lima,7646786.0,-12.05,-77.05
pe,piura,Piura,326592.0,-5.2,-80.6333333
pe,pucallpa,Pucallpa,311793.0,-8.3825,-74.53805559999998
pe,trujillo,Trujillo,750004.0,-8.1166667,-79.0333333
ph,antipolo,Antipolo,549541.0,14.5886,121.1757
ph,bacolod,Bacolod,453954.0,10.6677,122.9533
ph,bacoor,Bacoor,356987.0,14.459027,120.929034
ph,cagayan de oro,Cagayan de Oro,445212.0,8.481111,124.643056
ph,calamba,Calamba,316633.0,14.2118,121.1655
ph,cebu,Cebu,758597.0,10.311111,123.891667
ph,dadiangas,Dadiangas,432571.0,6.112778,125.171667
ph,dasmarinas,Dasmariñas,441878.0,14.329444,120.936667
ph,davao,Davao,1212285.0,7.0730559999999985,125.612778
ph,iloilo,Iloilo,387748.0,10.696944,122.564444
ph,makati,Makati,510383.0,14.566667,121.033333
ph,manila,Manila,10443877.0,14.6042,120.9822
ph,zamboanga,Zamboanga,460879.0,6.910255,122.071715
pk,bahawalpur,Bahawalpur,552765.0,29.4,71.68333299999998
pk,faisalabad,Faisalabad,2507302.0,31.416667,73.083333
pk,gujranwala,Gujranwala,1384869.0,32.161667,74.188309
pk,gujrat,Gujrat,301595.0,32.572842,74.078969
pk,hyderabad,Hyderabad,1386840.0,25.39242,68.37365600000001
pk,islamabad,Islamabad,756105.0,33.69,73.0551
pk,jhang,Jhang,341311.0,31.306773,72.32814
pk,karachi,Karachi,11627378.0,24.9056,67.0822
pk,lahore,Lahore,6312576.0,31.549722,74.343611
pk,larkana,Larkana,364168.0,27.555082,68.214137
pk,mardan,Mardan,300545.0,34.201946,72.052539
pk,multan,Multan,1437644.0,30.195556,71.475278
pk,peshawar,Peshawar,1219248.0,34.008,71.57848800000002
pk,quetta,Quetta,733970.0,30.199004,67.00970799999999
pk,rawalpindi,Rawalpindi,1743599.0,33.6007,73.0679
pk,sargodha,Sargodha,542761.0,32.083611,72.671111
pk,shekhupura,Shekhupura,361408.0,31.713056,73.97833299999998
pk,sialkot,Sialkot,477537.0,32.510103,74.54313
pk,sukkur,Sukkur,417923.0,27.705164,68.857383
pl,bydgoszcz,Bydgoszcz,366452.0,53.127062,18.019987
pl,cracow,Cracow,755050.0,50.083333,19.916667
pl,gdansk,Gdansk,461865.0,54.36085,18.658291
pl,katowice,Katowice,317316.0,50.258415,19.027545
pl,lublin,Lublin,360044.0,51.25,22.566667
pl,poznan,Poznan,570352.0,52.416667,16.966667
pl,szczecin,Szczecin,413658.0,53.439531,14.593891
pl,warsaw,Warsaw,1651676.0,52.25,21.0
pl,wroclaw,Wroclaw,634893.0,51.1,17.033333
pt,lisbon,Lisbon,517798.0,38.716667,-9.133333
py,asuncion,Asunción,508797.0,-25.266667,-57.666667
qa,doha,Doha,344939.0,25.286667,51.533333
ro,bucharest,Bucharest,1877155.0,44.43333300000001,26.1
ro,cluj-napoca,Cluj-Napoca,316749.0,46.766667,23.6
ro,constanta,Constanta,303401.0,44.18333300000001,28.65
ro,craiova,Craiova,304144.0,44.316667,23.8
ro,iasi,Iasi,318014.0,47.166667,27.6
ro,timisoara,Timisoara,315055.0,45.749444,21.227222
rs,belgrade,Belgrade,1115200.0,44.818611,20.468056
ru,arkhangelsk,Arkhangelsk,344603.0,64.5401,40.5433
ru,astrakhan,Astrakhan,502537.0,46.349683,48.040756
ru,barnaul,Barnaul,599586.0,53.360556,83.763611
ru,belgorod,Belgorod,345293.0,50.610743,36.58015200000001
ru,bryansk,Bryansk,427241.0,53.252089,34.371666
ru,cheboksary,Cheboksary,446786.0,56.132222,47.251944
ru,chelyabinsk,Chelyabinsk,1062931.0,55.15444399999999,61.429722
ru,cherepovets,Cherepovets,311854.0,59.13333299999999,37.9
ru,chita,Chita,308294.0,52.031712,113.500867
ru,irkutsk,Irkutsk,586702.0,52.297778,104.296389
ru,ivanovo,Ivanovo,420843.0,56.99719200000001,40.971392
ru,izhevsk,Izhevsk,631044.0,56.849756000000006,53.204479000000006
ru,kaliningrad,Kaliningrad,434959.0,54.706493,20.510951
ru,kaluga,Kaluga,338982.0,54.529302,36.275415
ru,kazan,Kazan,1104750.0,55.78874,49.122144
ru,kemerovo,Kemerovo,477096.0,55.333333,86.083333
ru,khabarovsk,Khabarovsk,578307.0,48.480833,135.092778
ru,kirov,Kirov,457387.0,58.596654,49.660068
ru,krasnodar,Krasnodar,649860.0,45.0488,38.9725
ru,krasnoyarsk,Krasnoyarsk,907460.0,56.0091,92.8628
ru,kurgan,Kurgan,343132.0,55.45,65.333333
ru,kursk,Kursk,409435.0,51.737329,36.187349
ru,lipetsk,Lipetsk,515659.0,52.603111,39.570762
ru,magnitogorsk,Magnitogorsk,413357.0,53.418611,59.047222
ru,makhachkala,Makhachkala,497967.0,42.976378,47.502356
ru,moscow,Moscow,10381288.0,55.752222,37.615556
ru,murmansk,Murmansk,319266.0,68.979174,33.092514
ru,nizhniy novgorod,Nizhniy Novgorod,1284176.0,56.326944,44.0075
ru,nizhniy tagil,Nizhniy Tagil,381121.0,57.91944399999999,59.965
ru,novokuznetsk,Novokuznetsk,539622.0,53.7557,87.1099
ru,novosibirsk,Novosibirsk,1419016.0,55.0415,82.9346
ru,omsk,Omsk,1129289.0,55.0,73.4
ru,orel,Orël,333310.0,52.965076,36.078495
ru,penza,Penza,512607.0,53.200656,45.004643
ru,perm,Perm,982428.0,58.00928199999999,56.284063
ru,rostov-na-donu,Rostov-na-Donu,1074495.0,47.23135,39.723284
ru,ryazan,Ryazan,520177.0,54.6269,39.6916
ru,saint petersburg,Saint Petersburg,4039751.0,59.89444399999999,30.264167
ru,samara,Samara,1134742.0,53.1835,50.1182
ru,saransk,Saransk,303397.0,54.1838,45.1749
ru,saratov,Saratov,863734.0,51.540556,46.008611
ru,smolensk,Smolensk,320994.0,54.7818,32.0401
ru,sochi,Sochi,327613.0,43.599167,39.725689
ru,stavropol,Stavropol,363069.0,45.0428,41.9734
ru,surgut,Surgut,300371.0,61.25,73.416667
ru,tolyatti,Tolyatti,718495.0,53.5303,49.3461
ru,tomsk,Tomsk,485523.0,56.494167,84.97416700000002
ru,tula,Tula,468830.0,54.202133,37.644294
ru,tver,Tver,400216.0,56.860491,35.876027
ru,tyumen,Tyumen,519124.0,57.152222,65.527222
ru,ufa,Ufa,1033350.0,54.785167,56.045621
ru,ulan-ude,Ulan-Ude,360281.0,51.826053,107.609794
ru,ulyanovsk,Ulyanovsk,640685.0,54.32824100000001,48.38657
ru,vladikavkaz,Vladikavkaz,317372.0,43.036667,44.66777800000001
ru,vladimir,Vladimir,310027.0,56.136547,40.396576
ru,vladivostok,Vladivostok,587029.0,43.128056,131.901111
ru,volgograd,Volgograd,1010331.0,48.71939,44.501835
ru,volzhskiy,Volzhskiy,323298.0,48.785832,44.77973
ru,voronezh,Voronezh,840590.0,51.672035,39.184301
ru,yaroslavl,Yaroslavl,606735.0,57.61977,39.85536
ru,yekaterinburg,Yekaterinburg,1287586.0,56.8519,60.6122
rw,kigali,Kigali,745526.0,-1.9536111,30.060555600000004
sa,buraydah,Buraydah,341981.0,26.325986,43.974966
sa,jiddah,Jiddah,2545728.0,21.516944,39.219167
sa,mecca,Mecca,1199659.0,21.426667,39.826111
sa,riyadh,Riyadh,3469290.0,24.653664000000006,46.71522
sa,tabuk,Tabuk,355469.0,28.399804,36.571505
sd,kassala,Kassala,401514.0,15.455833300000002,36.3988889
sd,khartoum,Khartoum,1974780.0,15.5880556,32.5341667
sd,kusti,Kusti,345102.0,13.1666667,32.6666667
sd,umm durman,Umm Durman,2810328.0,15.6361111,32.4372222
sd,wad madani,Wad Madani,332752.0,14.4,33.533333299999995
se,goteborg,Göteborg,515253.0,57.716667,11.966667
se,stockholm,Stockholm,1253309.0,59.333333,18.05
sg,singapore,Singapore,3547809.0,1.2930556,103.8558333
sk,bratislava,Bratislava,423737.0,48.15,17.1166667
sl,freetown,Freetown,1190761.0,8.49,-13.2341667
sn,dakar,Dakar,2702820.0,14.670833300000002,-17.438055600000002
sn,thies,Thiès,320721.0,14.8,-16.9333333
so,hargeysa,Hargeysa,478283.0,9.5833333,44.0666667
so,mogadishu,Mogadishu,2590180.0,2.0666667000000003,45.3666667
sv,san salvador,San Salvador,526013.0,13.7086111,-89.2030556
sv,soyapango,Soyapango,329704.0,13.734722199999998,-89.15138890000001
sy,aleppo,Aleppo,2139878.0,36.2027778,37.1586111
sy,damascus,Damascus,1576843.0,33.5,36.3
th,bangkok,Bangkok,5104475.0,13.753979,100.501444
th,nonthaburi,Nonthaburi,375826.0,13.862167,100.513417
th,samut prakan,Samut Prakan,388921.0,13.600417000000002,100.596778
tj,dushanbe,Dushanbe,543105.0,38.56,68.7738889
tm,asgabat,Asgabat,797900.0,37.95,58.3833333
tn,tunis,Tunis,692816.0,36.806112,10.171078
